title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Service history,country
VOLKSWAGEN BORA,1000,112153,2002,2.8075571177504393,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 2,Unknown,Germany
MINI HATCH,1295,107000,2008,5.0,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4,Unknown,United Kingdom
PEUGEOT 407,995,144100,2007,4.0,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 4,Unknown,France
TOYOTA YARIS,750,161000,1999,8.0,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 3,Unknown,Japan
RENAULT CLIO,1990,120863,2012,2.8075571177504393,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5,Unknown,France
VAUXHALL CORSA,2995,47988,2009,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
RENAULT CLIO,2895,70100,2012,2.0,Diesel,Hatchback,1.5,Manual,3.0,5.0,Euro 5,Unknown,France
NISSAN QASHQAI,1495,149000,2009,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,Japan
SUZUKI SWIFT,1195,75677,2008,2.8075571177504393,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4,Unknown,Japan
HONDA CIVIC,1000,101000,2007,3.0,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,Japan
NISSAN PRIMERA,1599,57145,1997,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 2,Unknown,Japan
CITROEN C3,1450,135000,2010,4.0,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,France
VAUXHALL INSIGNIA,1695,123000,2012,4.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
FORD S-MAX,750,120000,2007,5.0,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 4,Unknown,United States
VAUXHALL CORSA,4489,61000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,United Kingdom
VOLVO V70,795,274100,2004,6.0,Petrol,Estate,2.4,Automatic,5.0,5.0,Euro 3,Unknown,Sweden
FORD FIESTA,2490,42800,2007,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United States
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
FORD FOCUS,10970,91000,2019,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United States
SUZUKI ALTO,1595,91000,2010,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5,Unknown,Japan
VAUXHALL VECTRA,3295,93000,2007,2.8075571177504393,Petrol,Hatchback,2.8,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
BMW 1 SERIES,1995,143222,2011,3.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,full,Germany
RENAULT CLIO,1990,120863,2012,2.8075571177504393,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5,Unknown,France
FORD MONDEO,3500,102000,2014,7.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,United States
MERCEDES-BENZ C CLASS,1450,113000,2006,3.0,Petrol,Coupe,1.8,Automatic,2.0,4.0,Euro 4,full,Germany
HONDA CIVIC,2250,82000,2006,6.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Japan
SUBARU IMPREZA,2395,130100,2001,5.0,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 2,Unknown,Japan
VAUXHALL CORSA,2995,79011,2007,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
PEUGEOT 107,1995,118000,2013,3.0,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 5,Unknown,France
VOLKSWAGEN SCIROCCO,3195,101296,2011,4.0,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,Germany
PORSCHE CAYENNE,1500,138000,2005,7.0,Petrol,SUV,3.2,Automatic,5.0,5.0,Euro 4,Unknown,Germany
MAZDA MAZDA2,2495,59000,2009,2.0,Petrol,Hatchback,1.5,Manual,3.0,5.0,Euro 4,Unknown,Japan
FORD MONDEO,1895,110000,2008,4.0,Diesel,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,United States
CITROEN C4,2295,115000,2012,3.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,France
FIAT PUNTO,1995,114000,2013,7.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,Italy
MERCEDES-BENZ C CLASS,2999,67473,2010,5.0,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 5,full,Germany
VOLKSWAGEN GOLF,2495,144000,2012,2.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,Germany
VAUXHALL ASTRA,2500,136842,2014,1.0,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VOLVO V70,795,274100,2004,6.0,Petrol,Estate,2.4,Automatic,5.0,5.0,Euro 3,Unknown,Sweden
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
FORD FOCUS,10970,91000,2019,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United States
VAUXHALL ASTRA,1875,122000,2010,5.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
VAUXHALL CORSA,2000,75000,2005,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
MINI HATCH,2600,117000,2008,5.0,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
CITROEN DS3,3695,65000,2011,4.0,Diesel,Hatchback,1.6,Manual,3.0,5.0,Euro 5,Unknown,France
MAZDA MAZDA2,1550,73000,2010,7.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4,Unknown,Japan
BMW 3 SERIES,1995,107000,2006,3.0,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 4,Unknown,Germany
VAUXHALL VECTRA,2250,52200,2007,2.8075571177504393,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
VOLVO S40,2995,112000,2008,1.0,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 4,Unknown,Sweden
RENAULT CLIO,2895,70100,2012,2.0,Diesel,Hatchback,1.5,Manual,3.0,5.0,Euro 5,Unknown,France
FIAT 500C,3995,87986,2010,2.8075571177504393,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5,Unknown,Italy
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
FORD FIESTA,2995,105000,2009,5.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
NISSAN QASHQAI,2895,114000,2010,4.0,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 4,Unknown,Japan
PEUGEOT 308,1995,76954,2009,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,France
FORD FOCUS,1499,113187,2008,2.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
FORD FIESTA,2490,42800,2007,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United States
RENAULT KANGOO,2495,94000,2008,2.8075571177504393,Petrol,MPV,1.2,Manual,5.0,5.0,Euro 4,full,France
PEUGEOT 308,3995,92000,2014,4.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,France
ALFA ROMEO 159,2420,86400,2009,5.0,Diesel,Saloon,1.9,Manual,4.0,5.0,Euro 4,Unknown,Italy
HONDA CIVIC,4495,62000,2012,4.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Japan
FORD FOCUS,1499,113187,2008,2.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
FORD FOCUS,10970,91000,2019,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United States
VOLKSWAGEN GOLF,1995,163100,2008,1.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 4,Unknown,Germany
HONDA CIVIC,1075,142000,2008,3.0,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,Japan
FORD FOCUS,2295,115000,2011,4.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,United States
VAUXHALL CORSA,2495,72000,2011,4.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
MINI HATCH,1875,98710,2007,9.0,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 4,Unknown,United Kingdom
VAUXHALL ASTRA,1990,35000,2004,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
NISSAN NOTE,2495,99000,2009,3.0,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 4,Unknown,Japan
PEUGEOT 308,2995,105000,2011,3.0,Diesel,Hatchback,1.6,Automatic,5.0,5.0,Euro 5,Unknown,France
VOLKSWAGEN POLO,1650,109000,2008,6.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,Germany
SEAT ALTEA,1795,122000,2009,4.0,Diesel,MPV,1.9,Manual,5.0,5.0,Euro 4,Unknown,Spain
VAUXHALL VECTRA,2250,52200,2007,2.8075571177504393,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
FIAT 500C,3995,87986,2010,2.8075571177504393,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5,Unknown,Italy
VAUXHALL ADAM,4990,67000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
VAUXHALL INSIGNIA,2495,96300,2012,2.8075571177504393,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
PEUGEOT 308,1595,114000,2010,3.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,France
TOYOTA YARIS,1595,93000,2006,4.0,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
VOLKSWAGEN GOLF,4495,79700,2012,2.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,Germany
NISSAN MICRA,2450,133000,2005,1.0,Petrol,Hatchback,1.2,Automatic,5.0,5.0,Euro 4,Unknown,Japan
VAUXHALL INSIGNIA,2495,122000,2012,2.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
SKODA RAPID,2495,134000,2012,8.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,Czech Republic
HYUNDAI I20,1995,90000,2010,3.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,South Korea
LAND ROVER FREELANDER 2,3849,112340,2009,2.8075571177504393,Diesel,SUV,2.2,Automatic,5.0,5.0,Euro 4,Unknown,United Kingdom
VAUXHALL CORSA,1795,95000,2008,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,full,United Kingdom
RENAULT MEGANE,1995,100000,2009,4.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,France
FORD GALAXY,3990,108000,2009,3.0,Diesel,MPV,2.2,Manual,5.0,7.0,Euro 4,Unknown,United States
VAUXHALL CORSA,1995,69000,2009,4.0,Diesel,Hatchback,1.3,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
RENAULT CLIO,2895,70100,2012,2.0,Diesel,Hatchback,1.5,Manual,3.0,5.0,Euro 5,Unknown,France
VAUXHALL ASTRA,3195,28408,2005,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
VAUXHALL ADAM,4990,67000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
FIAT 500,4899,32833,2012,1.0,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5,full,Italy
RENAULT MEGANE,2495,106000,2012,3.0,Diesel,Coupe,1.5,Manual,3.0,5.0,Euro 5,Unknown,France
VAUXHALL ASTRA,1595,152000,2011,4.0,Diesel,Estate,1.7,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
VOLVO V50,2495,85000,2006,4.0,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 4,Unknown,Sweden
HYUNDAI IX35,3999,96988,2011,2.0,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 5,Unknown,South Korea
KIA CEED,2500,90000,2010,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,full,South Korea
FORD KA,3950,49000,2011,3.0,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 4,Unknown,United States
MERCEDES-BENZ C CLASS,1995,116000,2006,5.0,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 3,Unknown,Germany
VAUXHALL CORSA,1699,67000,2006,5.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
RENAULT MEGANE,2495,97000,2012,3.0,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5,Unknown,France
FORD FOCUS,1499,113187,2008,2.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
AUDI A4,7990,80000,2012,2.8075571177504393,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5,Unknown,Germany
VAUXHALL ADAM,4990,67000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
HONDA JAZZ,3470,57000,2009,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Japan
HONDA CIVIC,2000,151000,2007,4.0,Diesel,Hatchback,2.2,Manual,3.0,5.0,Euro 4,Unknown,Japan
SKODA OCTAVIA,2295,140000,2012,2.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,Czech Republic
RENAULT CLIO,1500,116000,2011,3.0,Diesel,Estate,1.5,Manual,5.0,5.0,Euro 5,Unknown,France
HYUNDAI I30,3775,66556,2011,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,full,South Korea
FIAT PUNTO,1949,76129,2013,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,Italy
RENAULT MEGANE,4993,58000,2014,3.0,Diesel,Coupe,1.5,Manual,3.0,5.0,Euro 5,Unknown,France
BMW X5,2275,115000,2002,6.0,Diesel,SUV,3.0,Automatic,5.0,5.0,Euro 4,Unknown,Germany
PEUGEOT 107,2995,63000,2011,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5,Unknown,France
VAUXHALL ASTRA,2500,136842,2014,1.0,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
AUDI A4,7990,80000,2012,2.8075571177504393,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5,Unknown,Germany
VAUXHALL ASTRA,2995,61038,2007,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
BMW 5 SERIES,1700,171000,2006,5.0,Diesel,Estate,3.0,Automatic,5.0,5.0,Euro 4,Unknown,Germany
FORD MONDEO,3195,96000,2011,5.0,Diesel,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,United States
TOYOTA COROLLA VERSO,1300,131000,2008,4.0,Diesel,MPV,2.2,Manual,5.0,7.0,Euro 4,Unknown,Japan
VAUXHALL ASTRA,1990,106022,2011,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 5,Unknown,United Kingdom
VOLKSWAGEN PASSAT,2495,91000,2003,2.8075571177504393,Diesel,Saloon,1.9,Automatic,4.0,5.0,Euro 3,Unknown,Germany
VAUXHALL CORSA,3295,71000,2012,3.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,full,United Kingdom
TOYOTA RAV4,2695,104069,2007,3.0,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 4,Unknown,Japan
MERCEDES-BENZ C CLASS,3495,105000,2008,3.0,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 4,Unknown,Germany
PEUGEOT 3008,1895,135000,2011,4.0,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5,Unknown,France
FORD FIESTA,3995,89861,2011,4.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,United States
RENAULT CLIO,2895,70100,2012,2.0,Diesel,Hatchback,1.5,Manual,3.0,5.0,Euro 5,Unknown,France
FORD FOCUS,10970,91000,2019,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United States
VAUXHALL CORSA,2995,47988,2009,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
HYUNDAI GETZ,2395,36790,2006,2.8075571177504393,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 4,Unknown,South Korea
PEUGEOT 208,3495,80000,2013,4.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,France
VAUXHALL ASTRA,2995,107000,2012,2.0,Diesel,Hatchback,1.7,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
TOYOTA IQ,3495,85489,2009,2.8075571177504393,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 4,Unknown,Japan
FORD FOCUS,10970,91000,2019,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United States
NISSAN NOTE,2195,93000,2008,1.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Japan
NISSAN NOTE,3995,31000,2011,3.0,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5,Unknown,Japan
RENAULT MEGANE,2395,82820,2011,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,France
JAGUAR XF,6990,79000,2011,2.8075571177504393,Diesel,Saloon,3.0,Automatic,4.0,5.0,Euro 5,Unknown,United Kingdom
FORD FOCUS,3195,89110,2008,2.8075571177504393,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4,Unknown,United States
AUDI A3,8150,88000,2014,3.0,Diesel,Saloon,1.6,Manual,4.0,5.0,Euro 6,Unknown,Germany
VAUXHALL CORSA,2395,109720,2012,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,United Kingdom
BMW 3 SERIES,2995,94000,2009,4.0,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 5,Unknown,Germany
FORD FOCUS,2795,82000,2010,3.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,United States
HONDA JAZZ,2850,124610,2010,2.8075571177504393,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 4,Unknown,Japan
RENAULT CLIO,1990,120863,2012,2.8075571177504393,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5,Unknown,France
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
FIAT 500C,3995,87986,2010,2.8075571177504393,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5,Unknown,Italy
PEUGEOT 208,4776,47000,2012,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,France
BMW 3 SERIES,2500,111563,2006,2.0,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 4,full,Germany
RENAULT SCENIC,2295,115000,2011,5.0,Diesel,MPV,1.5,Manual,5.0,5.0,Euro 5,Unknown,France
PEUGEOT 3008,3550,103206,2011,2.8075571177504393,Diesel,SUV,1.6,Automatic,5.0,5.0,Euro 5,full,France
BMW 1 SERIES,4495,114000,2013,3.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,Germany
SKODA OCTAVIA,1495,172000,2004,2.8075571177504393,Diesel,Hatchback,1.9,Manual,5.0,5.0,Euro 3,Unknown,Czech Republic
HYUNDAI I30,3995,106000,2016,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6,Unknown,South Korea
MAZDA MAZDA3,5495,43000,2011,2.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,Japan
MERCEDES-BENZ C CLASS,2999,135364,2011,6.0,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5,Unknown,Germany
FORD FIESTA,2490,42800,2007,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United States
FIAT 500C,3995,87986,2010,2.8075571177504393,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5,Unknown,Italy
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
VOLKSWAGEN POLO,5995,67000,2013,7.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Germany
HONDA JAZZ,1575,118000,2006,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Japan
VAUXHALL CORSA,4495,51000,2013,2.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,full,United Kingdom
PEUGEOT 407,2299,69977,2009,2.8075571177504393,Diesel,Saloon,1.6,Manual,4.0,5.0,Euro 4,Unknown,France
VAUXHALL CORSA,3495,71844,2012,3.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
FORD MONDEO,2999,100300,2011,2.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,full,United States
BMW 1 SERIES,2175,156000,2009,6.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,Unknown,Germany
VAUXHALL CORSA,2395,95000,2011,2.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
RENAULT CAPTUR,7990,47000,2016,2.8075571177504393,Petrol,SUV,0.9,Manual,5.0,5.0,Euro 6,full,France
BMW 5 SERIES,10995,86000,2014,2.8075571177504393,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,Germany
PEUGEOT 407,995,144100,2007,4.0,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 4,Unknown,France
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
AUDI A4,7990,80000,2012,2.8075571177504393,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5,Unknown,Germany
BMW 1 SERIES,7850,74000,2013,2.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,Unknown,Germany
SUZUKI LIANA,975,86095,2003,4.0,Petrol,Saloon,1.6,Manual,4.0,5.0,Euro 3,Unknown,Japan
VAUXHALL CORSA,2195,88802,2007,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
MITSUBISHI SHOGUN SPORT,3595,105000,2007,2.8075571177504393,Diesel,SUV,2.5,Manual,5.0,5.0,Euro 3,Unknown,Japan
INFINITI Q30,10995,58000,2016,3.0,Diesel,Hatchback,2.2,Automatic,5.0,5.0,Euro 6,Unknown,Japan
HONDA CR-V,6495,88000,2013,2.0,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 5,full,Japan
VAUXHALL CORSA,4000,75200,2014,2.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,full,United Kingdom
VAUXHALL ASTRA,7940,85887,2017,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VAUXHALL ASTRA,1995,72500,2007,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
FORD FIESTA,2490,42800,2007,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United States
TOYOTA IQ,3495,85489,2009,2.8075571177504393,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 4,Unknown,Japan
AUDI A4,7990,80000,2012,2.8075571177504393,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5,Unknown,Germany
VOLKSWAGEN GOLF,4000,139000,2013,2.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,Germany
MAZDA MAZDA6,6400,86000,2013,5.0,Diesel,Saloon,2.2,Manual,4.0,5.0,Euro 6,Unknown,Japan
TOYOTA COROLLA VERSO,2995,82908,2006,2.8075571177504393,Petrol,MPV,1.8,Manual,5.0,7.0,Euro 4,Unknown,Japan
NISSAN QASHQAI,4950,88000,2013,3.0,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5,full,Japan
CHEVROLET SPARK,2699,54000,2012,5.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5,Unknown,United States
AUDI A3,3350,149000,2006,2.0,Petrol,Hatchback,2.0,Manual,5.0,5.0,Euro 4,full,Germany
HYUNDAI IX35,4500,101000,2011,5.0,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 5,Unknown,South Korea
NISSAN MICRA,1395,49015,2006,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,Japan
FORD FUSION,1450,126000,2002,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
KIA SPORTAGE,5295,82000,2012,3.0,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 5,full,South Korea
SUBARU IMPREZA,2395,130100,2001,5.0,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 2,Unknown,Japan
FIAT 500C,3995,87986,2010,2.8075571177504393,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5,Unknown,Italy
VAUXHALL CORSA,2995,47988,2009,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
MERCEDES-BENZ C CLASS,1695,99000,2004,5.0,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 3,Unknown,Germany
VAUXHALL ASTRA,2395,123000,2012,6.0,Diesel,Estate,1.7,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
NISSAN NOTE,2500,73950,2008,3.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Japan
FORD FIESTA,5199,87610,2014,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5,Unknown,United States
VAUXHALL ASTRA,2500,136842,2014,1.0,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
